Scenario;Area;Year;Population
SSP4;Montenegro;2040;613.3
SSP4;Montenegro;2045;601.9
SSP4;Montenegro;2050;590.7
SSP4;Montenegro;2055;578.9
SSP4;Montenegro;2060;566.4
SSP4;Montenegro;2065;553.1
SSP4;Montenegro;2070;538.9
SSP4;Montenegro;2075;523.9
SSP4;Montenegro;2080;508.3
SSP4;Montenegro;2085;492.3
SSP4;Montenegro;2090;476
SSP4;Montenegro;2095;459.2
SSP4;Montenegro;2100;441.6
SSP4;Morocco;2020;36488.8
SSP4;Morocco;2025;38552.6
SSP4;Morocco;2030;40488.6
SSP4;Morocco;2035;42299.3
SSP4;Morocco;2040;43933
SSP4;Morocco;2045;45272.1
SSP4;Morocco;2050;46408.4
SSP4;Morocco;2055;47441.1
SSP4;Morocco;2060;48394.8
SSP4;Morocco;2065;49281.4
SSP4;Morocco;2070;50088.8
SSP4;Morocco;2075;50849.1
SSP4;Morocco;2080;51572.5
SSP4;Morocco;2085;52315.6
SSP4;Morocco;2090;53086.8
SSP4;Morocco;2095;53887.4
SSP4;Morocco;2100;54714.4
SSP4;Mozambique;2020;30720.8
SSP4;Mozambique;2025;35162.1
SSP4;Mozambique;2030;39960.6
SSP4;Mozambique;2035;45210.6
SSP4;Mozambique;2040;50855.7
SSP4;Mozambique;2045;56649.5
SSP4;Mozambique;2050;62524.7
SSP4;Mozambique;2055;68489.4
SSP4;Mozambique;2060;74459.5
SSP4;Mozambique;2065;80164.5
SSP4;Mozambique;2070;85585.3
SSP4;Mozambique;2075;90353.9
SSP4;Mozambique;2080;94556.4
SSP4;Mozambique;2085;98233.4
SSP4;Mozambique;2090;101579.8
SSP4;Mozambique;2095;104655.4
SSP4;Mozambique;2100;107379.2
SSP4;Myanmar;2020;53228
SSP4;Myanmar;2025;55145
SSP4;Myanmar;2030;56863
SSP4;Myanmar;2035;58200.1
SSP4;Myanmar;2040;59151.8
SSP4;Myanmar;2045;59718.1
SSP4;Myanmar;2050;60084.7
SSP4;Myanmar;2055;60303.1
SSP4;Myanmar;2060;60412.2
SSP4;Myanmar;2065;60417.6
SSP4;Myanmar;2070;60353.2
SSP4;Myanmar;2075;60283.1
SSP4;Myanmar;2080;60265.8
SSP4;Myanmar;2085;60324.6
SSP4;Myanmar;2090;60501.1
SSP4;Myanmar;2095;60770.1
SSP4;Myanmar;2100;61122.4
SSP4;Namibia;2020;2467.1
SSP4;Namibia;2025;2682.2
SSP4;Namibia;2030;2901.3
SSP4;Namibia;2035;3119.8
SSP4;Namibia;2040;3345.6
SSP4;Namibia;2045;3563.4
SSP4;Namibia;2050;3772.4
SSP4;Namibia;2055;3966.5
SSP4;Namibia;2060;4136
SSP4;Namibia;2065;4285.5
SSP4;Namibia;2070;4414.4
SSP4;Namibia;2075;4531.5
SSP4;Namibia;2080;4640.7
SSP4;Namibia;2085;4741.3
SSP4;Namibia;2090;4830.8
SSP4;Namibia;2095;4905.5
SSP4;Namibia;2100;4970.5
SSP4;Nepal;2020;28999.2
SSP4;Nepal;2025;30744.9
SSP4;Nepal;2030;32387
SSP4;Nepal;2035;33817.1
SSP4;Nepal;2040;35073
SSP4;Nepal;2045;36156.2
SSP4;Nepal;2050;37167.7
SSP4;Nepal;2055;38111.1
SSP4;Nepal;2060;38925.7
SSP4;Nepal;2065;39618.4
SSP4;Nepal;2070;40210.3
SSP4;Nepal;2075;40732.9
SSP4;Nepal;2080;41217.1
SSP4;Nepal;2085;41683.8
SSP4;Nepal;2090;42183.9
SSP4;Nepal;2095;42762.6
SSP4;Nepal;2100;43459.1
SSP4;Netherlands;2020;17402.3
SSP4;Netherlands;2025;17541.8
SSP4;Netherlands;2030;17589.1
SSP4;Netherlands;2035;17558.6
SSP4;Netherlands;2040;17437.9
SSP4;Netherlands;2045;17271.7
SSP4;Netherlands;2050;17085.6
SSP4;Netherlands;2055;16856.7
SSP4;Netherlands;2060;16599
SSP4;Netherlands;2065;16331.1
SSP4;Netherlands;2070;16074.3
SSP4;Netherlands;2075;15823.4
SSP4;Netherlands;2080;15547.3
SSP4;Netherlands;2085;15214
SSP4;Netherlands;2090;14813.9
SSP4;Netherlands;2095;14355.4
SSP4;Netherlands;2100;13871.7
SSP4;New Caledonia;2020;285.6
SSP4;New Caledonia;2025;298.3
SSP4;New Caledonia;2030;308.5
SSP4;New Caledonia;2035;316.6
SSP4;New Caledonia;2040;322.8
SSP4;New Caledonia;2045;327.8
SSP4;New Caledonia;2050;331.1
SSP4;New Caledonia;2055;332.6
SSP4;New Caledonia;2060;332.2
SSP4;New Caledonia;2065;330.1
SSP4;New Caledonia;2070;326.7
SSP4;New Caledonia;2075;322.2
SSP4;New Caledonia;2080;316.7
SSP4;New Caledonia;2085;310.3
SSP4;New Caledonia;2090;302.6
SSP4;New Caledonia;2095;293.9
SSP4;New Caledonia;2100;284
SSP4;New Zealand;2020;5026.5
SSP4;New Zealand;2025;5166.5
SSP4;New Zealand;2030;5281.1
SSP4;New Zealand;2035;5368.3
SSP4;New Zealand;2040;5429.7
SSP4;New Zealand;2045;5478.3
SSP4;New Zealand;2050;5513.3
SSP4;New Zealand;2055;5527.9
SSP4;New Zealand;2060;5526.1
SSP4;New Zealand;2065;5508
SSP4;New Zealand;2070;5475.4
SSP4;New Zealand;2075;5425.6
SSP4;New Zealand;2080;5355.5
SSP4;New Zealand;2085;5261.7
SSP4;New Zealand;2090;5142.7
SSP4;New Zealand;2095;5000.3
SSP4;New Zealand;2100;4838.7
SSP4;Nicaragua;2020;6709.7
SSP4;Nicaragua;2025;7200.4
SSP4;Nicaragua;2030;7687.2
SSP4;Nicaragua;2035;8150.3
SSP4;Nicaragua;2040;8568.1
SSP4;Nicaragua;2045;8909.4
SSP4;Nicaragua;2050;9215.7
SSP4;Nicaragua;2055;9500.9
SSP4;Nicaragua;2060;9758.5
SSP4;Nicaragua;2065;9988.7
SSP4;Nicaragua;2070;10187.3
SSP4;Nicaragua;2075;10363.9
SSP4;Nicaragua;2080;10529.2
SSP4;Nicaragua;2085;10700.9
SSP4;Nicaragua;2090;10885.2
SSP4;Nicaragua;2095;11085.5
SSP4;Nicaragua;2100;11303.3
SSP4;Niger;2020;23881.7
SSP4;Niger;2025;28983.2
SSP4;Niger;2030;35290.1
SSP4;Niger;2035;42903.3
SSP4;Niger;2040;51937.2
SSP4;Niger;2045;62126
SSP4;Niger;2050;73618.6
SSP4;Niger;2055;86377.4
SSP4;Niger;2060;100315.8
SSP4;Niger;2065;114959
SSP4;Niger;2070;130038.4
SSP4;Niger;2075;145397.4
SSP4;Niger;2080;160612.1
SSP4;Niger;2085;175891.6
SSP4;Niger;2090;190759.7
SSP4;Niger;2095;204914.2
SSP4;Niger;2100;217387.4
SSP4;Nigeria;2020;205780.6
SSP4;Nigeria;2025;233862.5
SSP4;Nigeria;2030;266670.8
SSP4;Nigeria;2035;304604.3
SSP4;Nigeria;2040;347933.7
SSP4;Nigeria;2045;394684.8
SSP4;Nigeria;2050;444869.4
SSP4;Nigeria;2055;497627
SSP4;Nigeria;2060;552814.1
SSP4;Nigeria;2065;609273.8
SSP4;Nigeria;2070;666212.8
SSP4;Nigeria;2075;723245.2
SSP4;Nigeria;2080;779559.3
SSP4;Nigeria;2085;833667.9
SSP4;Nigeria;2090;885511.5
SSP4;Nigeria;2095;933091.1
SSP4;Nigeria;2100;975858.4
SSP4;Norway;2020;5368
SSP4;Norway;2025;5493.5
SSP4;Norway;2030;5583.7
SSP4;Norway;2035;5657.6
SSP4;Norway;2040;5713.7
SSP4;Norway;2045;5763.9
SSP4;Norway;2050;5812.3
SSP4;Norway;2055;5835
SSP4;Norway;2060;5835
SSP4;Norway;2065;5812.4
SSP4;Norway;2070;5775.2
SSP4;Norway;2075;5726.5
SSP4;Norway;2080;5660.2
SSP4;Norway;2085;5566.7
SSP4;Norway;2090;5444.5
SSP4;Norway;2095;5300.7
SSP4;Norway;2100;5141
SSP4;Occupied Palestinian Territory;2020;4962
SSP4;Occupied Palestinian Territory;2025;5595.7
SSP4;Occupied Palestinian Territory;2030;6261
SSP4;Occupied Palestinian Territory;2035;6940.6
SSP4;Occupied Palestinian Territory;2040;7625
SSP4;Occupied Palestinian Territory;2045;8283.1
SSP4;Occupied Palestinian Territory;2050;8922.4
SSP4;Occupied Palestinian Territory;2055;9517.9
SSP4;Occupied Palestinian Territory;2060;10070.3
SSP4;Occupied Palestinian Territory;2065;10573.5
SSP4;Occupied Palestinian Territory;2070;11031.8
SSP4;Occupied Palestinian Territory;2075;11471.3
SSP4;Occupied Palestinian Territory;2080;11907.1
SSP4;Occupied Palestinian Territory;2085;12335.4
SSP4;Occupied Palestinian Territory;2090;12769.7
SSP4;Occupied Palestinian Territory;2095;13193.4
SSP4;Occupied Palestinian Territory;2100;13615.5
SSP4;Oman;2020;4589.1
SSP4;Oman;2025;5015
SSP4;Oman;2030;5427.8
SSP4;Oman;2035;5808.1
SSP4;Oman;2040;6170.8
SSP4;Oman;2045;6530.3
SSP4;Oman;2050;6874.5
SSP4;Oman;2055;7165.9
SSP4;Oman;2060;7383.7
SSP4;Oman;2065;7522.6
SSP4;Oman;2070;7604.7
SSP4;Oman;2075;7660.6
SSP4;Oman;2080;7729.8
SSP4;Oman;2085;7828.6
SSP4;Oman;2090;7956
SSP4;Oman;2095;8085
SSP4;Oman;2100;8187
SSP4;Pakistan;2020;225112.9
SSP4;Pakistan;2025;250102
SSP4;Pakistan;2030;277965.2
SSP4;Pakistan;2035;307890.7
SSP4;Pakistan;2040;339165.9
SSP4;Pakistan;2045;370319.4
SSP4;Pakistan;2050;402129.2
SSP4;Pakistan;2055;434382.3
SSP4;Pakistan;2060;467330.1
SSP4;Pakistan;2065;499195.8
SSP4;Pakistan;2070;529488.6
SSP4;Pakistan;2075;557848.3
SSP4;Pakistan;2080;584449.5
SSP4;Pakistan;2085;610368.7
SSP4;Pakistan;2090;636235.1
SSP4;Pakistan;2095;661906.4
SSP4;Pakistan;2100;687091.8
SSP4;Panama;2020;4265.5
SSP4;Panama;2025;4561
SSP4;Panama;2030;4863.1
SSP4;Panama;2035;5158.9
SSP4;Panama;2040;5434.1
SSP4;Panama;2045;5678.7
SSP4;Panama;2050;5893.2
SSP4;Panama;2055;6092.6
SSP4;Panama;2060;6284.8
SSP4;Panama;2065;6463.5
SSP4;Panama;2070;6627.9
SSP4;Panama;2075;6774.9
SSP4;Panama;2080;6909.8
SSP4;Panama;2085;7034
SSP4;Panama;2090;7153.2
SSP4;Panama;2095;7266.6
SSP4;Panama;2100;7375.4
SSP4;Papua New Guinea;2020;9648.8
SSP4;Papua New Guinea;2025;10715.2
SSP4;Papua New Guinea;2030;11812.1
SSP4;Papua New Guinea;2035;12923.3
SSP4;Papua New Guinea;2040;14043.5
SSP4;Papua New Guinea;2045;15105.3
SSP4;Papua New Guinea;2050;16106.7
SSP4;Papua New Guinea;2055;17022.5
SSP4;Papua New Guinea;2060;17864.3
SSP4;Papua New Guinea;2065;18594.1
SSP4;Papua New Guinea;2070;19250.2
SSP4;Papua New Guinea;2075;19841.6
SSP4;Papua New Guinea;2080;20364.8
SSP4;Papua New Guinea;2085;20804.7
SSP4;Papua New Guinea;2090;21167.7
SSP4;Papua New Guinea;2095;21457
SSP4;Papua New Guinea;2100;21685.3
SSP4;Paraguay;2020;6573
SSP4;Paraguay;2025;7035.9
SSP4;Paraguay;2030;7523.4
SSP4;Paraguay;2035;7978.4
SSP4;Paraguay;2040;8414.2
SSP4;Paraguay;2045;8793.7
SSP4;Paraguay;2050;9135.4
SSP4;Paraguay;2055;9431.1
SSP4;Paraguay;2060;9696.9
SSP4;Paraguay;2065;9943.1
SSP4;Paraguay;2070;10167.6
SSP4;Paraguay;2075;10371.1
SSP4;Paraguay;2080;10553.8
SSP4;Paraguay;2085;10728.8
SSP4;Paraguay;2090;10902.6
SSP4;Paraguay;2095;11084.6
SSP4;Paraguay;2100;11272.5
SSP4;Peru;2020;33090.3
SSP4;Peru;2025;34690.1
SSP4;Peru;2030;36421.8
SSP4;Peru;2035;38023.7
SSP4;Peru;2040;39420.8
SSP4;Peru;2045;40564.9
SSP4;Peru;2050;41526.3
SSP4;Peru;2055;42374.6
SSP4;Peru;2060;43125.3
SSP4;Peru;2065;43759.8
SSP4;Peru;2070;44291.8
SSP4;Peru;2075;44739.4
SSP4;Peru;2080;45146.6
SSP4;Peru;2085;45566
SSP4;Peru;2090;46026.3
SSP4;Peru;2095;46524.7
SSP4;Peru;2100;47063.6
SSP4;Philippines;2020;111287.6
SSP4;Philippines;2025;120310.7
SSP4;Philippines;2030;129852.4
SSP4;Philippines;2035;139440.7
SSP4;Philippines;2040;148804.4
SSP4;Philippines;2045;157535.1
SSP4;Philippines;2050;165622.4
SSP4;Philippines;2055;172942.5
SSP4;Philippines;2060;179464.1
SSP4;Philippines;2065;185538.1
SSP4;Philippines;2070;191318.9
SSP4;Philippines;2075;196706.3
SSP4;Philippines;2080;201761.5
SSP4;Philippines;2085;206324.7
SSP4;Philippines;2090;210532
SSP4;Philippines;2095;214601.7
SSP4;Philippines;2100;218697
SSP4;Poland;2020;38478
SSP4;Poland;2025;38925.7
SSP4;Poland;2030;37975.4
SSP4;Poland;2035;36933.3
SSP4;Poland;2040;35834.1
SSP4;Poland;2045;34739
SSP4;Poland;2050;33676.5
SSP4;Poland;2055;32575.4
SSP4;Poland;2060;31420.7
SSP4;Poland;2065;30199.1
SSP4;Poland;2070;28888.3
SSP4;Poland;2075;27511.8
SSP4;Poland;2080;26131.7
SSP4;Poland;2085;24810.3
SSP4;Poland;2090;23589.3
SSP4;Poland;2095;22469.6
SSP4;Poland;2100;21416.5
SSP4;Portugal;2020;10298.4
SSP4;Portugal;2025;10176.5
SSP4;Portugal;2030;10012.4
SSP4;Portugal;2035;9847
SSP4;Portugal;2040;9669.1
SSP4;Portugal;2045;9488.9
SSP4;Portugal;2050;9304.1
SSP4;Portugal;2055;9105.8
SSP4;Portugal;2060;8896.1
SSP4;Portugal;2065;8671.9
SSP4;Portugal;2070;8441
SSP4;Portugal;2075;8213.9
SSP4;Portugal;2080;8001.4
SSP4;Portugal;2085;7803.1
SSP4;Portugal;2090;7602.8
SSP4;Portugal;2095;7382.7
SSP4;Portugal;2100;7133.9
SSP4;Puerto Rico;2020;3280.2
SSP4;Puerto Rico;2025;3109.6
SSP4;Puerto Rico;2030;2951
SSP4;Puerto Rico;2035;2799.6
SSP4;Puerto Rico;2040;2657.2
SSP4;Puerto Rico;2045;2522.9
SSP4;Puerto Rico;2050;2405
SSP4;Puerto Rico;2055;2300.3
SSP4;Puerto Rico;2060;2213
SSP4;Puerto Rico;2065;2143.5
SSP4;Puerto Rico;2070;2089.6
SSP4;Puerto Rico;2075;2047.4
SSP4;Puerto Rico;2080;2013.1
SSP4;Puerto Rico;2085;1983.8
SSP4;Puerto Rico;2090;1957.9
SSP4;Puerto Rico;2095;1934
SSP4;Puerto Rico;2100;1911.6
SSP4;Qatar;2020;2828.6
SSP4;Qatar;2025;3130.7
SSP4;Qatar;2030;3423.1
SSP4;Qatar;2035;3712.9
SSP4;Qatar;2040;4008.4
SSP4;Qatar;2045;4299.7
SSP4;Qatar;2050;4571.2
SSP4;Qatar;2055;4809.8
SSP4;Qatar;2060;5007
SSP4;Qatar;2065;5133.4
SSP4;Qatar;2070;5194.2
SSP4;Qatar;2075;5201.6
SSP4;Qatar;2080;5177.7
SSP4;Qatar;2085;5145.9
SSP4;Qatar;2090;5119.4
SSP4;Qatar;2095;5091.2
SSP4;Qatar;2100;5041.8
SSP4;Republic of Korea;2020;51858.1
SSP4;Republic of Korea;2025;51433.4
SSP4;Republic of Korea;2030;50773
SSP4;Republic of Korea;2035;49830
SSP4;Republic of Korea;2040;48526.7
SSP4;Republic of Korea;2045;46937
SSP4;Republic of Korea;2050;45156.2
SSP4;Republic of Korea;2055;43004.1
SSP4;Republic of Korea;2060;40562.8
SSP4;Republic of Korea;2065;38038.8
SSP4;Republic of Korea;2070;35563.3
SSP4;Republic of Korea;2075;33177
SSP4;Republic of Korea;2080;30877.7
SSP4;Republic of Korea;2085;28677.9
SSP4;Republic of Korea;2090;26545.8
SSP4;Republic of Korea;2095;24469
SSP4;Republic of Korea;2100;22509.2
SSP4;Republic of Moldova;2020;3095
SSP4;Republic of Moldova;2025;3046.2
SSP4;Republic of Moldova;2030;2906.8
SSP4;Republic of Moldova;2035;2761.6
SSP4;Republic of Moldova;2040;2624.2
SSP4;Republic of Moldova;2045;2500.7
SSP4;Republic of Moldova;2050;2385.9
SSP4;Republic of Moldova;2055;2271.9
SSP4;Republic of Moldova;2060;2157.3
SSP4;Republic of Moldova;2065;2046.3
SSP4;Republic of Moldova;2070;1939.2
SSP4;Republic of Moldova;2075;1837.1
SSP4;Republic of Moldova;2080;1741
SSP4;Republic of Moldova;2085;1652
SSP4;Republic of Moldova;2090;1570.4
SSP4;Republic of Moldova;2095;1494
SSP4;Republic of Moldova;2100;1419.4
SSP4;Reunion;2020;953.5
SSP4;Reunion;2025;997.5
SSP4;Reunion;2030;1030.3
SSP4;Reunion;2035;1054.7
SSP4;Reunion;2040;1073.3
SSP4;Reunion;2045;1086.9
SSP4;Reunion;2050;1094.3
SSP4;Reunion;2055;1095.9
SSP4;Reunion;2060;1092.4
SSP4;Reunion;2065;1086.1
SSP4;Reunion;2070;1078.5
SSP4;Reunion;2075;1070.1
SSP4;Reunion;2080;1060.4
SSP4;Reunion;2085;1048.3
SSP4;Reunion;2090;1032.9
SSP4;Reunion;2095;1013.3
SSP4;Reunion;2100;989.2
SSP4;Romania;2020;19489.7
SSP4;Romania;2025;18844.2
SSP4;Romania;2030;18202.7
SSP4;Romania;2035;17500.8
SSP4;Romania;2040;16776.1
SSP4;Romania;2045;16050.7
SSP4;Romania;2050;15326.1
SSP4;Romania;2055;14598.2
SSP4;Romania;2060;13848.7
SSP4;Romania;2065;13093.2
SSP4;Romania;2070;12359.1
SSP4;Romania;2075;11673.6
SSP4;Romania;2080;11040.8
SSP4;Romania;2085;10458.9
SSP4;Romania;2090;9921.6
SSP4;Romania;2095;9416.6
SSP4;Romania;2100;8921.5
SSP4;Russian Federation;2020;145761.7
SSP4;Russian Federation;2025;145056.7
SSP4;Russian Federation;2030;142539.9
SSP4;Russian Federation;2035;139857.1
SSP4;Russian Federation;2040;137210.4
SSP4;Russian Federation;2045;134849.2
SSP4;Russian Federation;2050;132572
SSP4;Russian Federation;2055;130010.1
SSP4;Russian Federation;2060;127139.3
SSP4;Russian Federation;2065;123893.9
SSP4;Russian Federation;2070;120344.8
SSP4;Russian Federation;2075;116594.2
SSP4;Russian Federation;2080;112730
SSP4;Russian Federation;2085;108844.6
SSP4;Russian Federation;2090;104958.9
SSP4;Russian Federation;2095;100988
SSP4;Russian Federation;2100;96743.2
SSP4;Rwanda;2020;12987.3
SSP4;Rwanda;2025;14601.3
SSP4;Rwanda;2030;16287.5
SSP4;Rwanda;2035;18079.4
SSP4;Rwanda;2040;19957.5
SSP4;Rwanda;2045;21823.4
SSP4;Rwanda;2050;23688.9
SSP4;Rwanda;2055;25533.6
SSP4;Rwanda;2060;27367.3
SSP4;Rwanda;2065;29080.1
SSP4;Rwanda;2070;30672.9
SSP4;Rwanda;2075;32085.2
SSP4;Rwanda;2080;33327.7
SSP4;Rwanda;2085;34502.1
SSP4;Rwanda;2090;35649.7
SSP4;Rwanda;2095;36741.5
SSP4;Rwanda;2100;37748.5
SSP4;Saint Lucia;2020;178.9
SSP4;Saint Lucia;2025;181.2
SSP4;Saint Lucia;2030;184.2
SSP4;Saint Lucia;2035;186.4
SSP4;Saint Lucia;2040;187.7
SSP4;Saint Lucia;2045;187.9
SSP4;Saint Lucia;2050;187.4
SSP4;Saint Lucia;2055;186.8
SSP4;Saint Lucia;2060;186.1
SSP4;Saint Lucia;2065;185.3
SSP4;Saint Lucia;2070;184.3
SSP4;Saint Lucia;2075;183.1
SSP4;Saint Lucia;2080;181.9
SSP4;Saint Lucia;2085;181
SSP4;Saint Lucia;2090;180.5
SSP4;Saint Lucia;2095;180.5
SSP4;Saint Lucia;2100;181
SSP4;Saint Vincent and the Grenadines;2020;104.7
SSP4;Saint Vincent and the Grenadines;2025;102.4
SSP4;Saint Vincent and the Grenadines;2030;101.7
SSP4;Saint Vincent and the Grenadines;2035;100.7
SSP4;Saint Vincent and the Grenadines;2040;99.6
SSP4;Saint Vincent and the Grenadines;2045;98.1
SSP4;Saint Vincent and the Grenadines;2050;96.4
SSP4;Saint Vincent and the Grenadines;2055;94.7
SSP4;Saint Vincent and the Grenadines;2060;93.1
SSP4;Saint Vincent and the Grenadines;2065;91.9
SSP4;Saint Vincent and the Grenadines;2070;91.1
SSP4;Saint Vincent and the Grenadines;2075;90.6
SSP4;Saint Vincent and the Grenadines;2080;90.3
SSP4;Saint Vincent and the Grenadines;2085;90.4
SSP4;Saint Vincent and the Grenadines;2090;90.7
SSP4;Saint Vincent and the Grenadines;2095;91.3
SSP4;Saint Vincent and the Grenadines;2100;92.2
SSP4;Samoa;2020;213.1
SSP4;Samoa;2025;228.3
SSP4;Samoa;2030;243.5
SSP4;Samoa;2035;258.3
SSP4;Samoa;2040;272.7
SSP4;Samoa;2045;285.4
SSP4;Samoa;2050;296.3
SSP4;Samoa;2055;305
SSP4;Samoa;2060;311.9
SSP4;Samoa;2065;318.7
SSP4;Samoa;2070;325.2
SSP4;Samoa;2075;331.6
SSP4;Samoa;2080;338.4
SSP4;Samoa;2085;345.8
SSP4;Samoa;2090;353.8
SSP4;Samoa;2095;362.7
SSP4;Samoa;2100;372.3
SSP4;Sao Tome and Principe;2020;216.2
SSP4;Sao Tome and Principe;2025;239.1
SSP4;Sao Tome and Principe;2030;263.9
SSP4;Sao Tome and Principe;2035;290
SSP4;Sao Tome and Principe;2040;316.2
SSP4;Sao Tome and Principe;2045;341.4
SSP4;Sao Tome and Principe;2050;365.2
SSP4;Sao Tome and Principe;2055;386.9
SSP4;Sao Tome and Principe;2060;407.2
SSP4;Sao Tome and Principe;2065;425.7
SSP4;Sao Tome and Principe;2070;441.9
SSP4;Sao Tome and Principe;2075;456.3
SSP4;Sao Tome and Principe;2080;469.8
SSP4;Sao Tome and Principe;2085;483
SSP4;Sao Tome and Principe;2090;495.4
SSP4;Sao Tome and Principe;2095;507.3
SSP4;Sao Tome and Principe;2100;518.8
SSP4;Saudi Arabia;2020;36230
SSP4;Saudi Arabia;2025;39390.3
SSP4;Saudi Arabia;2030;42404.1
SSP4;Saudi Arabia;2035;45262.2
SSP4;Saudi Arabia;2040;47909
SSP4;Saudi Arabia;2045;50138.8
SSP4;Saudi Arabia;2050;51966.1
SSP4;Saudi Arabia;2055;53458.9
SSP4;Saudi Arabia;2060;54695.4
SSP4;Saudi Arabia;2065;55674.7
SSP4;Saudi Arabia;2070;56523.2
SSP4;Saudi Arabia;2075;57304.2
SSP4;Saudi Arabia;2080;58062.5
SSP4;Saudi Arabia;2085;58810.1
SSP4;Saudi Arabia;2090;59525.4
SSP4;Saudi Arabia;2095;60138.7
SSP4;Saudi Arabia;2100;60637.7
SSP4;Senegal;2020;16215.5
SSP4;Senegal;2025;18503.8
SSP4;Senegal;2030;21067.4
SSP4;Senegal;2035;23901.1
SSP4;Senegal;2040;26977.6
SSP4;Senegal;2045;30177.4
SSP4;Senegal;2050;33440
SSP4;Senegal;2055;36716
SSP4;Senegal;2060;40035.2
SSP4;Senegal;2065;43351.2
SSP4;Senegal;2070;46628.9
SSP4;Senegal;2075;49814.6
SSP4;Senegal;2080;52800.6
SSP4;Senegal;2085;55590.6
SSP4;Senegal;2090;58324.7
SSP4;Senegal;2095;61057.3
SSP4;Senegal;2100;63766.8
SSP4;Serbia;2020;7384.1
SSP4;Serbia;2025;7138.9
SSP4;Serbia;2030;7000.9
SSP4;Serbia;2035;6847.8
SSP4;Serbia;2040;6678.4
SSP4;Serbia;2045;6513.3
SSP4;Serbia;2050;6356.6
SSP4;Serbia;2055;6205.1
SSP4;Serbia;2060;6052.1
SSP4;Serbia;2065;5887.4
SSP4;Serbia;2070;5711.2
SSP4;Serbia;2075;5527.7
SSP4;Serbia;2080;5340.2
SSP4;Serbia;2085;5150.3
SSP4;Serbia;2090;4957.9
SSP4;Serbia;2095;4760.3
SSP4;Serbia;2100;4553
SSP4;Seychelles;2020;105
SSP4;Seychelles;2025;109.4
SSP4;Seychelles;2030;113.7
SSP4;Seychelles;2035;117.7
SSP4;Seychelles;2040;121.2
SSP4;Seychelles;2045;123.9
SSP4;Seychelles;2050;126.1
SSP4;Seychelles;2055;128
SSP4;Seychelles;2060;129.7
SSP4;Seychelles;2065;131.4
SSP4;Seychelles;2070;132.9
SSP4;Seychelles;2075;134.4
SSP4;Seychelles;2080;135.8
SSP4;Seychelles;2085;137.3
SSP4;Seychelles;2090;138.5
SSP4;Seychelles;2095;139.6
SSP4;Seychelles;2100;140.3
SSP4;Sierra Leone;2020;8140.2
SSP4;Sierra Leone;2025;9130
SSP4;Sierra Leone;2030;10178.1
SSP4;Sierra Leone;2035;11260
SSP4;Sierra Leone;2040;12365.7
SSP4;Sierra Leone;2045;13428.3
SSP4;Sierra Leone;2050;14462.3
SSP4;Sierra Leone;2055;15463.4
SSP4;Sierra Leone;2060;16409.8
SSP4;Sierra Leone;2065;17267.8
SSP4;Sierra Leone;2070;18007.1
SSP4;Sierra Leone;2075;18618.6
SSP4;Sierra Leone;2080;19150.4
SSP4;Sierra Leone;2085;19627
SSP4;Sierra Leone;2090;20042.7
SSP4;Sierra Leone;2095;20392.6
SSP4;Sierra Leone;2100;20669.3
SSP4;Singapore;2020;5893.5
SSP4;Singapore;2025;6098.5
SSP4;Singapore;2030;6267
SSP4;Singapore;2035;6383
SSP4;Singapore;2040;6444.1
SSP4;Singapore;2045;6465
SSP4;Singapore;2050;6457.9
SSP4;Singapore;2055;6421.1
SSP4;Singapore;2060;6364.6
SSP4;Singapore;2065;6274.5
SSP4;Singapore;2070;6156
SSP4;Singapore;2075;6010.8
SSP4;Singapore;2080;5836.3
SSP4;Singapore;2085;5630.9
SSP4;Singapore;2090;5394.7
SSP4;Singapore;2095;5130.3
SSP4;Singapore;2100;4842.1
SSP4;Slovakia;2020;5457.6
SSP4;Slovakia;2025;5488.5
SSP4;Slovakia;2030;5426.4
SSP4;Slovakia;2035;5332.5
SSP4;Slovakia;2040;5214
SSP4;Slovakia;2045;5088.8
SSP4;Slovakia;2050;4960.2
SSP4;Slovakia;2055;4824.9
SSP4;Slovakia;2060;4676.9
SSP4;Slovakia;2065;4513.1
SSP4;Slovakia;2070;4334.5
SSP4;Slovakia;2075;4146.2
SSP4;Slovakia;2080;3959.6
SSP4;Slovakia;2085;3780.9
SSP4;Slovakia;2090;3613.1
SSP4;Slovakia;2095;3455.9
SSP4;Slovakia;2100;3305.1
SSP4;Slovenia;2020;2116.3
SSP4;Slovenia;2025;2109.9
SSP4;Slovenia;2030;2090.1
SSP4;Slovenia;2035;2063.2
SSP4;Slovenia;2040;2031.3
SSP4;Slovenia;2045;1997.9
SSP4;Slovenia;2050;1961.2
SSP4;Slovenia;2055;1919.9
SSP4;Slovenia;2060;1874.9
SSP4;Slovenia;2065;1825.8
SSP4;Slovenia;2070;1774.2
SSP4;Slovenia;2075;1720.7
SSP4;Slovenia;2080;1665.9
SSP4;Slovenia;2085;1610.5
SSP4;Slovenia;2090;1554.6
SSP4;Slovenia;2095;1497.7
SSP4;Slovenia;2100;1438.4
SSP4;Solomon Islands;2020;682.9
SSP4;Solomon Islands;2025;773.4
SSP4;Solomon Islands;2030;871.6
SSP4;Solomon Islands;2035;976.4
SSP4;Solomon Islands;2040;1088.2
SSP4;Solomon Islands;2045;1201
SSP4;Solomon Islands;2050;1314.1
SSP4;Solomon Islands;2055;1427.3
